country,region_name,nuts_code,year_week,rate_14_day_per_100k,source
Austria,Burgenland,AT11,2020-13,,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-14,57.3978725427597,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-15,31.9254438995232,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-16,23.7742667336875,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-17,15.9627219497616,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-18,8.49080954774552,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-19,4.07558858291785,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-20,2.03779429145893,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-21,2.71705905527857,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-22,2.03779429145893,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-23,0.679264763819642,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-24,0,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-25,1.01889714572946,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-26,3.39632381909821,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-27,5.77375049246695,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-28,6.11338287437677,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-29,8.49080954774552,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-30,11.2078686030241,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-31,11.8871333668437,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-32,9.17007431156516,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-33,6.4530152562866,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-34,12.9060305125732,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-35,21.3968400603187,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-36,28.8687524623348,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-37,34.9821353367115,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-38,44.4918420301865,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-39,63.8508877990463,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-40,82.1910364221766,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-41,109.021994593053,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-42,147.060821366952,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-43,228.572593025309,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-44,512.50526430192,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-45,853.83580812129,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-46,946.89508076458,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-47,820.891467076037,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-48,610.659022673858,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-49,462.579304161176,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-50,356.274368623402,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-51,265.25289027157,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-52,232.987813990137,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2020-53,254.384654050456,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-01,282.234509367061,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-02,252.007227377087,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-03,217.025092040376,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-04,194.609354834327,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-05,187.816707196131,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-06,206.836120583081,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-07,252.686492140907,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-08,327.065983779157,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-09,401.105843035498,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-10,463.598201306905,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-11,493.48585091497,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-12,539.336222472796,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-13,511.8259995381,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-14,401.105843035498,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-15,306.008776100749,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-16,235.365240663506,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-17,195.628251980057,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-18,136.192585145838,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-19,83.8891983317257,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-20,60.1149315980383,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-21,49.5863277588338,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-22,31.5858115176133,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-23,21.0572076784089,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-24,22.4157372060482,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-25,22.755369587958,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-26,20.3779429145893,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-27,17.3212514774009,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-28,16.3023543316714,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-29,20.3779429145893,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-30,33.2839734271624,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-31,37.3595620100803,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-32,54.3411811055713,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-33,91.7007431156516,"Epidemic intelligence, subnational weekly data"
Austria,Burgenland,AT11,2021-34,119.890230814167,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-13,,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-14,85.4961179418947,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-15,53.3163291054316,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-16,30.8735981456842,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-17,11.8150885211368,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-18,7.59965492816842,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-19,6.23409193326316,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-20,6.70907036627368,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-21,6.53095345389473,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-22,4.45292280947368,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-23,2.55300907743158,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-24,3.14673211869474,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-25,4.27480589709474,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-26,4.92790124248421,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-27,4.45292280947368,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-28,4.21543359296842,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-29,9.44019635608421,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-30,13.8337468614316,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-31,12.7650453871579,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-32,10.9838762633684,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-33,13.5962576449263,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-34,19.3553711451789,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-35,23.8676662587789,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-36,30.1017581920421,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-37,49.0415232083368,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-38,83.1805980809684,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-39,99.2704924992,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-40,99.6860986280842,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-41,120.407032768168,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-42,150.390046351958,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-43,238.142311850653,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-44,434.545893900505,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-45,663.722987828084,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-46,781.933245343579,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-47,744.469321439873,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-48,622.340491852042,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-49,499.796056135326,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-50,406.165932528126,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-51,333.078626148631,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-52,287.243207363116,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2020-53,286.649484321853,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-01,302.086283394695,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-02,270.440845295368,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-03,230.661401530737,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-04,211.365402689684,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-05,210.652935040168,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-06,225.436638767621,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-07,274.300045063579,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-08,355.461984804253,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-09,412.281279853137,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-10,443.451739519452,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-11,505.198935810821,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-12,554.121714410905,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-13,551.865566854105,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-14,464.410162876042,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-15,348.634169829726,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-16,278.812340177179,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-17,218.8463130096,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-18,166.301823857811,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-19,113.341728577137,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-20,83.299342689221,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-21,71.9592326010947,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-22,58.2442303479158,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-23,41.0262621512842,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-24,27.0737706816,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-25,16.4461282429895,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-26,13.0619069077895,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-27,14.2493529903158,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-28,23.9270385629053,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-29,32.4172780529684,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-30,43.4605266204631,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-31,56.40368892,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-32,79.9744936581473,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-33,120.288288159916,"Epidemic intelligence, subnational weekly data"
Austria,Niederosterreich,AT12,2021-34,148.312015707537,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-13,,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-14,66.1890936070754,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-15,46.3585272220307,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-16,26.1616970778954,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-17,18.1038943779036,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-18,17.1097498889436,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-19,16.5341925532299,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-20,20.1445067499795,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-21,21.0340044506279,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-22,16.5341925532299,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-23,17.005103100632,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-24,14.8598439402446,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-25,14.0749930279077,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-26,15.1214609110236,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-27,19.0457154727079,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-28,21.6618851804974,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-29,24.2780548882869,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-30,30.6091855811376,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-31,34.9520272960683,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-32,37.8298139746368,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-33,51.0676326960518,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-34,79.8978228758926,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-35,93.0833182031519,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-36,102.710822727817,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-37,158.382914109579,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-38,223.002305891981,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-39,232.2112232634,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-40,234.932039759501,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-41,276.058227565952,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-42,292.592420119182,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-43,367.519520550275,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-44,562.633457357219,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-45,661.94325946491,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-46,751.834850624558,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-47,742.102699311581,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-48,551.436251007879,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-49,431.144767843716,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-50,363.438295806123,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-51,293.534241213986,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-52,241.210847058196,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2020-53,232.525163628334,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-01,244.14095713092,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-02,233.257691146515,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-03,200.869510164081,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-04,191.712916186818,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-05,185.329462099811,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-06,196.422021660839,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-07,243.408429612739,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-08,316.975121795781,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-09,396.977591459985,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-10,455.789086491094,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-11,547.250379475416,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-12,622.229803300664,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-13,611.084920345481,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-14,544.948150132561,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-15,487.340093167036,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-16,413.511784013215,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-17,317.864619496429,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-18,231.007785197816,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-19,149.017026555692,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-20,102.501529151194,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-21,72.7295178765492,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-22,59.54402254929,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-23,58.2359376953952,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-24,53.4221854330624,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-25,40.6552772590495,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-26,33.9055594129525,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-27,42.3819492661906,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-28,61.270694556431,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-29,73.3573986064187,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-30,85.3917792622506,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-31,98.6295979836657,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-32,133.790918856357,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-33,204.846088119921,"Epidemic intelligence, subnational weekly data"
Austria,Wien,AT13,2021-34,270.459624391283,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-13,,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-14,40.2641757513456,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-15,23.8734493392934,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-16,11.402244460558,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-17,1.78160069696219,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-18,0.890800348481096,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-19,0.178160069696219,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-20,0.356320139392439,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-21,0.356320139392439,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-22,0.712640278784877,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-23,0.712640278784877,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-24,0.356320139392439,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-25,1.24712048787353,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-26,2.67240104544329,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-27,2.31608090605085,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-28,2.85056111513951,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-29,3.02872118483573,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-30,1.78160069696219,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-31,3.38504132422817,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-32,7.66088299693743,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-33,19.5976076665841,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-34,21.0228882241539,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-35,11.0459243211656,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-36,7.30456285754499,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-37,10.5114441120769,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-38,20.4884080150652,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-39,30.6435319877497,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-40,39.1952153331682,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-41,57.5457025118788,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-42,88.3673945693248,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-43,129.166050529759,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-44,280.780269841241,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-45,567.261661912762,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-46,993.598708695815,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-47,1215.22983539791,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-48,1092.83386751661,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-49,830.225924784382,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-50,604.14079633988,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-51,515.951561840251,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-52,444.86569403146,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2020-53,431.681848873939,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-01,458.405859328372,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-02,395.159034586214,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-03,314.452523013827,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-04,283.987151095774,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-05,255.481539944378,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-06,256.37234029286,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-07,271.694106286734,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-08,315.521483432004,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-09,355.251178974261,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-10,394.090074168037,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-11,394.090074168037,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-12,384.825750543834,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-13,409.411840161912,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-14,417.072723158849,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-15,400.681996746797,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-16,359.705180716667,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-17,313.918042804738,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-18,250.136737853492,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-19,176.73478913865,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-20,115.982205372239,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-21,72.8674685057537,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-22,52.7353806300809,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-23,38.1262549149909,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-24,21.3792083635463,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-25,8.90800348481096,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-26,2.85056111513951,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-27,7.66088299693743,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-28,22.8044889211161,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-29,40.620495890738,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-30,59.1491431391448,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-31,67.5226664148671,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-32,83.0225924784382,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-33,105.470761260162,"Epidemic intelligence, subnational weekly data"
Austria,Karnten,AT21,2021-34,114.913244954061,"Epidemic intelligence, subnational weekly data"
Austria,Steiermark,AT22,2020-13,,"Epidemic intelligence, subnational weekly data"
Austria,Steiermark,AT22,2020-14,69.0792244834102,"Epidemic intelligence, subnational weekly data"
